episode_id,match_id,competition_name,season_name,period,possession_id,counterpressing_team,counterpressing_team_id,possession_team,possession_team_id,possession_origin_pattern,play_pattern,turnover_context,is_open_play,turnover_event_id,turnover_event_type,turnover_timestamp,turnover_seconds,turnover_location,turnover_link_quality,initiation_event_id,initiation_event_type,initiation_timestamp,initiation_seconds,initiation_location,initiation_player_id,initiation_player_name,delay_seconds,latency_valid,num_counterpress_actions,all_counterpress_event_ids,has_initiation_360,opponent_team_at_turnover,possession_team_at_counterpress_initiation,possession_id_at_counterpress_initiation,regain_5s_controlled,regain_3s_controlled,regain_8s_controlled,controlled_acquisition_time,controlled_control_time,controlled_regain_time,controlled_regain_event_id,controlled_regain_event_type,controlled_regain_evidence,regain_5s,regain_3s,regain_8s,seconds_to_regain,regain_event_id,regain_5s_controlled_v26,regain_5s_possession_annotation,regain_3s_possession_annotation,regain_8s_possession_annotation,seconds_to_regain_annotation,regain_event_id_annotation,dangerous_escape_15s,shot_15s,final_third_entry_15s,started_in_final_third,opponent_initial_x,opponent_max_progression_15s,time_to_shot,time_to_final_third_entry,episode_outcome_3class,episode_outcome_3class_old,is_primary_cohort,primary_cohort_eligible
3930174_p38_60fc7c93,3930174,UEFA Euro,2024,1,38,Portugal,780,Portugal,780,From Throw In,From Throw In,open_play,True,07a502a3-1455-4e82-8fd8-8e355caf6a60,Pass,00:23:31.364,1411.364,"[15.4, 54.8]",high,60fc7c93-9089-4681-9e2a-c023b145e628,Pass,00:23:35.126,1415.126,"[89.6, 15.6]",41092,Nuno Mendes,3.762,True,1,['60fc7c93-9089-4681-9e2a-c023b145e628'],True,Turkey,Portugal,38,0,0,0,9.488,9.528,9.528,03e9d911-4f31-498d-bedd-312059f82d1d,Shot,ball_recovery_plus_shot,0,0,0,9.528,03e9d911-4f31-498d-bedd-312059f82d1d,1,1,1,1,1.25,8b8c7c7c-1a85-4655-8739-69505fe2cde9,0,0,0,False,13.4,13.4,,,harmless_escape,successful_regain,True,True
3930174_p41_ed795cfe,3930174,UEFA Euro,2024,1,41,Portugal,780,Portugal,780,From Free Kick,From Free Kick,open_play,True,03a3c24c-e253-49d7-8f4a-1adf6eb53f41,Ball Recovery,00:27:06.229,1626.229,"[60.0, 13.1]",high,ed795cfe-56dc-4faf-b657-c3b4684b8610,Pressure,00:27:06.355,1626.355,"[59.2, 65.2]",3193,Bernardo Mota Veiga de Carvalho e Silva,0.126,True,1,['ed795cfe-56dc-4faf-b657-c3b4684b8610'],True,Turkey,Portugal,41,0,0,0,,,,,,,0,0,0,,,0,1,1,1,0.687,7c199aed-bab3-49fa-bcc2-64cd91726396,0,0,0,False,55.3,55.3,,,harmless_escape,successful_regain,True,True
3930174_p44_4f8b726e,3930174,UEFA Euro,2024,1,44,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,f9e01409-9eef-4aea-8c36-4d4231c6f615,Pass,00:29:24.905,1764.905,"[19.1, 40.3]",high,4f8b726e-f25a-4ffc-ba53-2de925f500fb,Pressure,00:29:26.366,1766.366,"[92.6, 37.0]",22212,Orkun Kökçü,1.461,True,2,"['4f8b726e-f25a-4ffc-ba53-2de925f500fb', 'a99343df-b01e-4591-93c6-dbd6d76f018a']",True,Portugal,Portugal,44,0,0,0,11.363,11.363,11.363,d77361a6-5588-4921-a8fc-0a050a95432a,Carry,ball_recovery_plus_carry,0,0,0,11.363,d77361a6-5588-4921-a8fc-0a050a95432a,0,0,0,0,11.363,6ccab065-b0ed-4952-b199-e26b096014e0,0,0,0,False,19.1,70.8,,,harmless_escape,harmless_escape,True,True
3930174_p49_044c67c0,3930174,UEFA Euro,2024,1,49,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,df94c10b-325b-4679-96bd-bb96f12336af,Clearance,00:31:59.643,1919.643,"[39.3, 50.6]",ambiguous,044c67c0-afbf-4e63-b686-eea94fe1d8d8,Pressure,00:32:05.351,1925.351,"[103.9, 41.8]",134209,Barış Alper Yılmaz,5.708,False,1,['044c67c0-afbf-4e63-b686-eea94fe1d8d8'],True,Portugal,Portugal,49,0,0,0,5.861,13.075,13.075,49e064dd-a6e5-452e-a79d-320804d8e947,Pass,opponent_turnover_plus_pass,0,0,0,13.075,49e064dd-a6e5-452e-a79d-320804d8e947,0,0,0,0,13.075,49e064dd-a6e5-452e-a79d-320804d8e947,0,0,0,False,29.8,29.8,,,harmless_escape,harmless_escape,True,False
3930174_p53_1aa79230,3930174,UEFA Euro,2024,1,53,Portugal,780,Portugal,780,Regular Play,Regular Play,open_play,True,569f81e6-32c7-4df5-a24d-910799b96a1b,Ball Recovery,00:34:35.981,2075.981,"[69.1, 9.8]",high,1aa79230-7757-49e0-af1d-dc90757069b0,Duel,00:34:36.398,2076.398,"[51.2, 70.6]",3193,Bernardo Mota Veiga de Carvalho e Silva,0.417,True,1,['1aa79230-7757-49e0-af1d-dc90757069b0'],True,Turkey,Portugal,53,1,1,1,0.0,0.0,0.0,65e1a9b4-b1cb-48cc-9cb9-af8ff624d580,Carry,duel_plus_carry,1,1,1,0.0,65e1a9b4-b1cb-48cc-9cb9-af8ff624d580,1,1,1,1,0.0,65e1a9b4-b1cb-48cc-9cb9-af8ff624d580,0,0,0,True,88.5,88.5,,,successful_regain,successful_regain,True,True
3930174_p55_54fea7bf,3930174,UEFA Euro,2024,1,55,Portugal,780,Portugal,780,Regular Play,Regular Play,open_play,True,3614ff2e-06d8-4cb9-a374-73d19d4ad9ab,Dispossessed,00:35:04.086,2104.086,"[48.7, 8.9]",high,54fea7bf-539f-459d-92c9-99ed602f8dd5,Duel,00:35:04.086,2104.086,"[71.4, 71.2]",7005,João Pedro Cavaco Cancelo,0.0,True,1,['54fea7bf-539f-459d-92c9-99ed602f8dd5'],True,Turkey,Portugal,55,1,1,1,0.0,1.793,1.793,8f853837-7add-4620-90d4-1f5a3c0eceb5,Pass,duel_plus_pass,1,1,1,1.793,8f853837-7add-4620-90d4-1f5a3c0eceb5,1,1,1,1,1.7,6733f89b-d91d-44c9-9106-1c05d02bbe07,0,0,0,False,,46.1,,,successful_regain,successful_regain,True,True
3930174_p55_6733f89b,3930174,UEFA Euro,2024,1,55,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,54fea7bf-539f-459d-92c9-99ed602f8dd5,Duel,00:35:04.086,2104.086,"[71.4, 71.2]",high,6733f89b-d91d-44c9-9106-1c05d02bbe07,Pressure,00:35:05.786,2105.786,"[46.1, 14.0]",49689,Muhammed Kerem Aktürkoğlu,1.7,True,1,['6733f89b-d91d-44c9-9106-1c05d02bbe07'],False,Portugal,Portugal,55,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,71.4,112.4,,2.192,dangerous_escape,dangerous_escape,True,False
3930174_p57_44a58b5c,3930174,UEFA Euro,2024,1,57,Turkey,909,Turkey,909,From Goal Kick,From Goal Kick,open_play,True,2cc1d279-9340-442c-ab6a-a521fc8a4238,Pass,00:36:27.098,2187.098,"[60.1, 15.5]",high,44a58b5c-127d-4bda-ab29-6559b2efa956,Duel,00:36:31.116,2191.116,"[34.6, 73.0]",10349,Mehmet Zeki Çelik,4.018,True,2,"['44a58b5c-127d-4bda-ab29-6559b2efa956', '1b452955-608d-407e-8c9d-241b01714a0d']",False,Portugal,Turkey,57,1,1,1,1.107,2.785,2.785,215f5fae-9840-441c-aa14-bda07ad58c73,Pass,interception_plus_pass,1,1,1,2.785,215f5fae-9840-441c-aa14-bda07ad58c73,1,1,1,1,1.107,971fffba-0694-4303-957e-f8d7099ab939,1,0,1,False,60.1,89.2,,1.107,dangerous_escape,dangerous_escape,True,False
3930174_p58_931ffc2c,3930174,UEFA Euro,2024,1,58,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,17802190-77be-4116-b552-85cf37509c0d,Pass,00:36:51.670,2211.67,"[13.7, 45.8]",high,931ffc2c-dde8-4f54-a3a8-3ee3dd5d3d47,Pressure,00:36:53.508,2213.508,"[91.1, 31.8]",7039,Hakan Çalhanoğlu,1.838,True,2,"['931ffc2c-dde8-4f54-a3a8-3ee3dd5d3d47', '56e9cde7-b63e-43b9-9fc8-6e20c2b83179']",True,Portugal,Portugal,58,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,13.7,28.0,,,harmless_escape,harmless_escape,True,True
3930174_p65_e73797b0,3930174,UEFA Euro,2024,1,65,Portugal,780,Turkey,909,From Counter,From Counter,open_play,True,8521c8cd-4ba5-4e5a-a299-073619ad4905,Duel,00:40:07.616,2407.616,"[75.0, 19.3]",high,e73797b0-e590-460c-9831-282ca04a9945,Pressure,00:40:08.552,2408.552,"[43.3, 60.3]",12169,João Maria Lobo Alves Palhinha Gonçalves,0.936,True,1,['e73797b0-e590-460c-9831-282ca04a9945'],True,Turkey,Turkey,65,0,0,0,,,,,,,0,0,0,,,1,1,0,1,4.695,e37788ad-2ace-424f-9897-d24bedd5aaa9,1,1,1,False,75.0,94.9,3.807,1.64,dangerous_escape,dangerous_escape,True,True
3930174_p65_8521c8cd,3930174,UEFA Euro,2024,1,65,Turkey,909,Turkey,909,From Counter,From Counter,open_play,True,52fd6583-2426-47d4-9a6b-9c5435b0623a,Dispossessed,00:40:07.616,2407.616,"[45.1, 60.8]",high,8521c8cd-4ba5-4e5a-a299-073619ad4905,Duel,00:40:07.616,2407.616,"[75.0, 19.3]",7039,Hakan Çalhanoğlu,0.0,True,1,['8521c8cd-4ba5-4e5a-a299-073619ad4905'],True,Portugal,Turkey,65,1,1,1,0.0,0.0,0.0,a5393ab7-46d9-4863-bc63-e197396840eb,Carry,duel_plus_carry,1,1,1,0.0,a5393ab7-46d9-4863-bc63-e197396840eb,1,1,1,1,0.0,a5393ab7-46d9-4863-bc63-e197396840eb,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3930174_p69_41271f48,3930174,UEFA Euro,2024,1,69,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,b7acef58-59ae-4e96-a064-735d03ab8e7a,Pass,00:41:17.920,2477.92,"[50.4, 40.4]",high,41271f48-e55a-4392-aee1-9ecd2654d26e,Pressure,00:41:18.643,2478.643,"[63.3, 40.4]",5204,Bruno Miguel Borges Fernandes,0.723,True,3,"['41271f48-e55a-4392-aee1-9ecd2654d26e', '739d6b59-ca60-4eeb-92d0-65640b1ef707', '35d615e3-f781-43ee-ac29-8d43fdb8e4c7']",True,Turkey,Turkey,69,0,0,0,8.185,9.953,9.953,8e1d2e52-78b0-4b3d-b9ec-40ce68e2ef41,Pass,opponent_turnover_plus_pass,0,0,0,9.953,8e1d2e52-78b0-4b3d-b9ec-40ce68e2ef41,0,0,0,0,,,0,0,0,False,50.4,67.8,,,harmless_escape,harmless_escape,True,True
3930174_p69_d43bfc15,3930174,UEFA Euro,2024,1,69,Turkey,909,Turkey,909,Regular Play,Regular Play,open_play,True,8e1d2e52-78b0-4b3d-b9ec-40ce68e2ef41,Pass,00:41:28.596,2488.596,"[48.5, 21.2]",high,d43bfc15-a310-43ef-af0b-7c75c8088ada,Pressure,00:41:31.139,2491.139,"[39.8, 63.8]",133305,Samet Akaydin,2.543,True,2,"['d43bfc15-a310-43ef-af0b-7c75c8088ada', 'f6864fda-ede7-487a-ae73-19dd7559bf00']",True,Portugal,Turkey,69,0,0,0,,,,,,,0,0,0,,,0,1,1,1,0.118,6d11d22a-a5a0-463f-a47b-2173916cef7a,1,0,1,False,63.3,80.1,,0.333,dangerous_escape,dangerous_escape,True,True
3930174_p71_8d852600,3930174,UEFA Euro,2024,1,71,Turkey,909,Turkey,909,From Free Kick,From Free Kick,open_play,True,2995b2c7-768c-4d11-95ca-5a7abdd6cf15,Duel,00:43:38.826,2618.826,"[15.3, 58.8]",high,8d852600-b21e-49cb-9010-d5a3cf08c65b,Pressure,00:43:41.933,2621.933,"[107.3, 4.9]",49689,Muhammed Kerem Aktürkoğlu,3.107,True,2,"['8d852600-b21e-49cb-9010-d5a3cf08c65b', '5d7577d4-06fb-42d5-a62c-523089de936c']",False,Portugal,Turkey,71,0,0,0,,,,,,,0,0,0,,,0,1,1,1,0.648,1bad4c33-d4fd-4836-9e5b-cc7d8024bb17,0,0,0,False,77.9,77.9,,,harmless_escape,successful_regain,True,False
3930174_p73_cb024c8d,3930174,UEFA Euro,2024,1,73,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,09f7990c-e038-48fc-aef9-8fc30ea7eb60,Pass,00:44:21.272,2661.272,"[31.4, 34.1]",high,cb024c8d-5653-4060-94b7-f79b4f197577,Pressure,00:44:23.223,2663.223,"[80.3, 29.6]",18360,Rafael Alexandre Conceição Leão,1.951,True,1,['cb024c8d-5653-4060-94b7-f79b4f197577'],True,Turkey,Turkey,73,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,31.4,68.9,,,harmless_escape,harmless_escape,True,True
3930174_p77_a44eadb0,3930174,UEFA Euro,2024,2,77,Turkey,909,Turkey,909,From Throw In,From Throw In,open_play,True,c5ae1ca1-1f78-42c0-90fc-59464cdab5cf,Interception,00:00:40.929,40.929,"[33.9, 17.9]",high,a44eadb0-14ba-42a8-a71c-f72f49d9b0d1,Pressure,00:00:42.524,42.524,"[76.5, 68.6]",18723,Yunus Akgün,1.595,True,1,['a44eadb0-14ba-42a8-a71c-f72f49d9b0d1'],True,Portugal,Turkey,77,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,49.4,49.4,,,harmless_escape,harmless_escape,True,True
3930174_p78_7cf62eb0,3930174,UEFA Euro,2024,2,78,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,eb0d44c3-0527-4516-b26a-44de7a195d34,Ball Recovery,00:00:42.711,42.711,"[44.6, 9.7]",high,7cf62eb0-525c-4003-82d5-d892fb550ce8,Pressure,00:00:46.807,46.807,"[89.0, 76.6]",18723,Yunus Akgün,4.096,True,1,['7cf62eb0-525c-4003-82d5-d892fb550ce8'],True,Portugal,Portugal,78,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,44.6,44.6,,,harmless_escape,harmless_escape,True,True
3930174_p80_c6cad188,3930174,UEFA Euro,2024,2,80,Turkey,909,Turkey,909,From Corner,From Corner,ambiguous,False,3eab7e68-c833-40ab-a146-d9ac5d7767f7,Ball Recovery,00:02:42.697,162.697,"[35.4, 37.6]",high,c6cad188-8406-4a8f-a8b8-599696c29e32,Pass,00:02:45.697,165.697,"[51.7, 32.7]",7039,Hakan Çalhanoğlu,3.0,True,1,['c6cad188-8406-4a8f-a8b8-599696c29e32'],True,Portugal,Turkey,80,0,0,0,,,,,,,0,0,0,,,1,1,1,1,1.887,56e52739-fa64-405e-a074-30144ba03e33,0,0,0,False,6.7,64.9,,,harmless_escape,successful_regain,True,False
3930174_p82_27cce6a7,3930174,UEFA Euro,2024,2,82,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,4518c147-e172-4a4f-ba5a-1f32564f4adf,Duel,00:03:11.674,191.674,"[24.8, 23.5]",high,27cce6a7-14cc-4cfe-9fd5-6bb2b96dcb70,Pressure,00:03:15.704,195.704,"[94.9, 48.5]",5204,Bruno Miguel Borges Fernandes,4.03,True,1,['27cce6a7-14cc-4cfe-9fd5-6bb2b96dcb70'],True,Turkey,Turkey,82,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,24.8,72.6,,,harmless_escape,harmless_escape,True,True
3930174_p82_4518c147,3930174,UEFA Euro,2024,2,82,Turkey,909,Turkey,909,Regular Play,Regular Play,open_play,True,e5942cda-8462-4cc2-812e-a9e1e6e3667c,Ball Recovery,00:03:11.481,191.481,"[95.5, 54.8]",high,4518c147-e172-4a4f-ba5a-1f32564f4adf,Duel,00:03:11.674,191.674,"[24.8, 23.5]",7039,Hakan Çalhanoğlu,0.193,True,1,['4518c147-e172-4a4f-ba5a-1f32564f4adf'],True,Portugal,Turkey,82,1,1,1,1.116,1.116,1.116,7ebbec7a-62c0-4816-a3b4-929ce8d41840,Carry,ball_recovery_plus_carry,1,1,1,1.116,7ebbec7a-62c0-4816-a3b4-929ce8d41840,1,1,1,1,1.116,addd6611-1b39-41c3-9adc-ed1f90714ed7,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3930174_p83_3148915f,3930174,UEFA Euro,2024,2,83,Portugal,780,Portugal,780,Regular Play,Regular Play,open_play,True,ce0efa14-a6cb-4477-85a8-d96ac05ce412,50/50,00:06:11.001,371.001,"[17.4, 6.8]",high,3148915f-374a-46fa-b5dd-a96d2f1adb04,Pressure,00:06:13.804,373.804,"[110.2, 74.0]",5204,Bruno Miguel Borges Fernandes,2.803,True,1,['3148915f-374a-46fa-b5dd-a96d2f1adb04'],False,Turkey,Portugal,83,1,1,1,2.152,2.152,2.152,4be24780-ed50-4b21-ad0e-9faa2db1845e,Carry,ball_recovery_plus_carry,1,1,1,2.152,4be24780-ed50-4b21-ad0e-9faa2db1845e,1,1,1,1,0.724,1539b68a-1231-4190-b346-d3c960e756ea,0,0,0,True,90.2,90.2,,,successful_regain,successful_regain,True,False
3930174_p85_9212c141,3930174,UEFA Euro,2024,2,85,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,8abb91c2-6258-453c-a12e-77865cc3300b,Ball Recovery,00:07:08.392,428.392,"[2.2, 24.7]",high,9212c141-0151-4c82-9352-23261dfabd29,Pressure,00:07:10.724,430.724,"[115.2, 57.1]",5204,Bruno Miguel Borges Fernandes,2.332,True,2,"['9212c141-0151-4c82-9352-23261dfabd29', 'ed068d36-b8e4-450a-aae9-2e5658d865c5']",True,Turkey,Turkey,85,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,2.2,48.8,,,harmless_escape,harmless_escape,True,True
3930174_p88_018de857,3930174,UEFA Euro,2024,2,88,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,23626768-b9e2-4cbc-b520-ff3225ed16d1,Ball Recovery,00:08:12.228,492.228,"[93.3, 66.6]",high,018de857-4234-4d33-9ec8-c05a4e0034e2,Pressure,00:08:15.387,495.387,"[20.2, 32.2]",20016,Kléper Laveran Lima Ferreira,3.159,True,2,"['018de857-4234-4d33-9ec8-c05a4e0034e2', '605073cd-7798-4057-a3cc-824572e42d4b']",True,Turkey,Turkey,88,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,True,93.3,104.8,,,harmless_escape,harmless_escape,True,True
3930174_p89_eddcb21f,3930174,UEFA Euro,2024,2,89,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,5bba0b96-5125-40d0-aeea-25035e0ebdec,Ball Recovery,00:08:36.493,516.493,"[35.8, 32.4]",high,eddcb21f-be74-451f-bc88-a659fdf8862d,Pressure,00:08:39.593,519.593,"[95.6, 54.3]",18723,Yunus Akgün,3.1,True,1,['eddcb21f-be74-451f-bc88-a659fdf8862d'],True,Portugal,Portugal,89,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,35.8,51.2,,,harmless_escape,harmless_escape,True,True
3930174_p96_95cab9a4,3930174,UEFA Euro,2024,2,96,Turkey,909,Turkey,909,Regular Play,Regular Play,open_play,True,a192251f-6fab-4333-8b3d-121e7809c730,Ball Receipt*,00:13:06.477,786.477,"[45.5, 5.7]",high,95cab9a4-69c1-4a99-a33e-46e7ad4d2fbf,Duel,00:13:08.400,788.4,"[72.0, 76.8]",18723,Yunus Akgün,1.923,True,1,['95cab9a4-69c1-4a99-a33e-46e7ad4d2fbf'],True,Portugal,Turkey,96,1,1,1,0.0,0.0,0.0,cbd4de5b-c632-45fd-b7d2-2d742fce49f4,Carry,duel_plus_carry,1,1,1,0.0,cbd4de5b-c632-45fd-b7d2-2d742fce49f4,1,1,1,1,0.0,cbd4de5b-c632-45fd-b7d2-2d742fce49f4,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3930174_p99_a177ec9d,3930174,UEFA Euro,2024,2,99,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,d4aef994-aa19-47d5-b365-540cd717c185,Pass,00:14:25.338,865.338,"[62.0, 20.1]",high,a177ec9d-b858-4362-a19f-426055d204ac,Pressure,00:14:26.491,866.491,"[51.4, 65.5]",34639,Vitor Machado Ferreira,1.153,True,2,"['a177ec9d-b858-4362-a19f-426055d204ac', 'b090d1cb-fe4b-43e7-b72b-eac812f2c56e']",True,Turkey,Turkey,99,0,0,0,9.888,9.888,9.888,dc8a6d64-e7db-4cc9-bae7-aca02cd15b1c,Carry,ball_recovery_plus_carry,0,0,0,9.888,dc8a6d64-e7db-4cc9-bae7-aca02cd15b1c,0,0,0,0,9.888,4c1c2208-391f-4cf7-b18e-9aa9da8375d5,1,1,1,False,62.0,99.9,8.261,2.427,dangerous_escape,dangerous_escape,True,True
3930174_p108_991ed89e,3930174,UEFA Euro,2024,2,108,Turkey,909,Turkey,909,Regular Play,Regular Play,open_play,True,b9939ecc-8c20-4d40-a094-454e011ecf35,Ball Recovery,00:19:42.644,1182.644,"[39.7, 18.9]",high,991ed89e-d721-42cc-95bb-fc475e6506a8,Pressure,00:19:43.778,1183.778,"[72.8, 63.7]",7039,Hakan Çalhanoğlu,1.134,True,2,"['991ed89e-d721-42cc-95bb-fc475e6506a8', '760a53b7-ec5a-4b5b-87b1-2d0fbd3465e0']",True,Portugal,Turkey,108,1,1,1,1.757,1.757,1.757,850eebf5-e94e-44ac-b570-f4ff78cb2291,Carry,ball_recovery_plus_carry,1,1,1,1.757,850eebf5-e94e-44ac-b570-f4ff78cb2291,1,1,1,1,0.333,c55f3a7d-d682-480e-8482-e3131c5fa67b,0,0,0,False,65.5,65.5,,,successful_regain,successful_regain,True,True
3930174_p109_88d62213,3930174,UEFA Euro,2024,2,109,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,ac0bc154-f5e0-4b49-8e2e-ff58d2fb2468,Clearance,00:19:54.299,1194.299,"[5.0, 33.3]",high,88d62213-55d5-4ae9-9a53-e57b5d8fee37,Pressure,00:19:56.380,1196.38,"[99.1, 71.9]",29989,Yusuf Yazıcı,2.081,True,2,"['88d62213-55d5-4ae9-9a53-e57b5d8fee37', '561dc33e-0c7f-4abb-adde-1f4c25ff8723']",True,Portugal,Portugal,109,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,16.7,63.9,,,harmless_escape,harmless_escape,True,True
3930174_p110_d083edd6,3930174,UEFA Euro,2024,2,110,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,06d6b506-ed22-46ef-9d33-d52b59eb463c,Goal Keeper,00:20:23.153,1223.153,"[1.5, 38.7]",high,d083edd6-61e4-4dea-90b3-f2b02db91a16,Pressure,00:20:26.204,1226.204,"[111.1, 60.6]",7005,João Pedro Cavaco Cancelo,3.051,True,2,"['d083edd6-61e4-4dea-90b3-f2b02db91a16', 'ff0f2788-c605-4a6b-9835-b71628dea959']",False,Turkey,Turkey,110,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,6.5,9.8,,,harmless_escape,harmless_escape,True,False
3930174_p114_62879dd6,3930174,UEFA Euro,2024,2,114,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,71b4766b-ab23-4d27-b997-45079d51c4c3,Pass,00:23:40.812,1420.812,"[13.1, 15.8]",high,62879dd6-c178-495f-b702-48663c7a11d6,Pressure,00:23:43.781,1423.781,"[100.1, 58.3]",6374,Nélson Cabral Semedo,2.969,True,2,"['62879dd6-c178-495f-b702-48663c7a11d6', '73bdbce1-c6db-47f0-82a0-8c2bf7d262db']",True,Turkey,Turkey,114,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,13.1,23.2,,,harmless_escape,harmless_escape,True,True
3930174_p114_71b4766b,3930174,UEFA Euro,2024,2,114,Turkey,909,Turkey,909,Regular Play,Regular Play,open_play,True,6eea303c-b892-499e-8afe-12f70351c571,Pass,00:23:35.571,1415.571,"[73.6, 72.9]",invalid,71b4766b-ab23-4d27-b997-45079d51c4c3,Pass,00:23:40.812,1420.812,"[13.1, 15.8]",30438,Ferdi Erenay Kadıoğlu,5.241,False,1,['71b4766b-ab23-4d27-b997-45079d51c4c3'],True,Portugal,Turkey,114,0,0,0,,,,,,,0,0,0,,,1,1,1,1,0.957,e6520b19-f03a-4812-835e-b30bea73a8d7,1,0,1,False,,100.1,,2.969,dangerous_escape,dangerous_escape,True,False
3930174_p120_c952e41d,3930174,UEFA Euro,2024,2,120,Turkey,909,Portugal,780,Regular Play,Regular Play,open_play,True,10bcdb38-af3c-4050-9bac-e02febb3c9b0,Ball Recovery,00:26:22.704,1582.704,"[44.6, 9.5]",high,c952e41d-3d52-4e38-a7a8-6ed6bb04491d,Pressure,00:26:22.757,1582.757,"[73.0, 70.1]",116587,Arda Güler,0.053,True,2,"['c952e41d-3d52-4e38-a7a8-6ed6bb04491d', 'edbde511-de2a-484e-a073-6f8061e96abb']",True,Portugal,Portugal,120,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,44.6,50.8,,,harmless_escape,harmless_escape,True,True
3930174_p124_a29d1d63,3930174,UEFA Euro,2024,2,124,Portugal,780,Portugal,780,Regular Play,Regular Play,open_play,True,e8c00700-c361-4562-9a62-0cf2b7b8be4e,Duel,00:31:04.966,1864.966,"[8.8, 64.7]",high,a29d1d63-2aa2-4fbd-a39d-0793335a06ef,Pressure,00:31:06.507,1866.507,"[112.4, 17.5]",23256,Pedro Lomba Neto,1.541,True,4,"['a29d1d63-2aa2-4fbd-a39d-0793335a06ef', '873810fb-b467-4be6-9c52-1268df24f7ec', '8af4f2fb-fc8a-485b-9484-3c9e369469ec', '6c6227ae-cd03-4d56-9d78-49b639a63340']",True,Turkey,Portugal,124,0,0,1,7.714,7.714,7.714,0c7b17be-0871-4bf8-b27b-32defc5ebf1c,Carry,duel_plus_carry,0,0,1,7.714,0c7b17be-0871-4bf8-b27b-32defc5ebf1c,0,1,1,1,0.926,b50af4cd-504a-4328-b1dc-bfc0f061e76e,0,0,0,False,79.4,79.4,,,harmless_escape,successful_regain,True,True
3930174_p130_f02b26ca,3930174,UEFA Euro,2024,2,130,Turkey,909,Turkey,909,From Corner,From Corner,open_play,True,c20a7eec-fb77-4f43-bdb6-1951dee303c4,Ball Recovery,00:34:35.111,2075.111,"[10.1, 57.4]",high,f02b26ca-1d7a-4ecb-ab6c-2edadfe1b2f2,Pressure,00:34:37.561,2077.561,"[110.4, 20.2]",30438,Ferdi Erenay Kadıoğlu,2.45,True,2,"['f02b26ca-1d7a-4ecb-ab6c-2edadfe1b2f2', '5e686b81-d69b-4d54-9a2e-7d6d079c23dc']",True,Portugal,Turkey,130,1,0,1,3.777,3.777,3.777,d38a0189-965b-4f58-899b-02a6cf08aa6d,Carry,ball_recovery_plus_carry,1,0,1,3.777,d38a0189-965b-4f58-899b-02a6cf08aa6d,1,1,1,1,2.006,5e686b81-d69b-4d54-9a2e-7d6d079c23dc,0,0,0,False,8.3,16.9,,,successful_regain,successful_regain,True,True
3930174_p132_5ba2aaae,3930174,UEFA Euro,2024,2,132,Portugal,780,Turkey,909,Regular Play,Regular Play,open_play,True,6a2d4694-abd4-4ede-9ff8-6093306544b1,Ball Recovery,00:35:28.739,2128.739,"[85.9, 63.3]",high,5ba2aaae-12eb-4d63-8408-73f8b40c207e,Block,00:35:31.047,2131.047,"[19.8, 25.0]",41092,Nuno Mendes,2.308,True,1,['5ba2aaae-12eb-4d63-8408-73f8b40c207e'],True,Turkey,Turkey,132,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,0,True,85.9,91.7,3.524,,dangerous_escape,dangerous_escape,True,True
