episode_id,match_id,competition_name,delay_seconds,delay_bin,initiation_event_type,turnover_event_type,counterpressing_team,possession_team,primary_cause,cause_description,intervening_events_count,turnover_link_quality,latency_valid
3930184_p106_7716b915,3930184,UEFA Euro,6.804,6.0-8.0 sec,Pressure,Block,Turkey,Czech Republic,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3930184_p127_8a4f129a,3930184,UEFA Euro,5.114,5.0-6.0 sec,Pressure,Goal Keeper,Czech Republic,Czech Republic,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3938644_p43_cf7f261c,3938644,UEFA Euro,6.264,6.0-8.0 sec,Pass,Pass,Georgia,Georgia,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3938644_p140_a6e0fed2,3938644,UEFA Euro,7.404,6.0-8.0 sec,Interception,Pass,Georgia,Georgia,D,Ambiguous timestamp/simultaneous event sequence,15,invalid,False
3942382_p23_f4773598,3942382,UEFA Euro,5.293,5.0-6.0 sec,Pressure,Duel,Turkey,Turkey,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,ambiguous,False
3942382_p40_38d7e01e,3942382,UEFA Euro,5.673,5.0-6.0 sec,Block,Interception,Netherlands,Netherlands,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3942382_p67_6f171262,3942382,UEFA Euro,7.742,6.0-8.0 sec,Pressure,Clearance,Netherlands,Netherlands,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3942382_p106_cbda75fa,3942382,UEFA Euro,6.254,6.0-8.0 sec,Interception,Pass,Turkey,Turkey,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3942382_p118_05211b65,3942382,UEFA Euro,7.344,6.0-8.0 sec,Interception,Pass,Turkey,Turkey,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3942382_p124_4e2e0977,3942382,UEFA Euro,5.169,5.0-6.0 sec,Pressure,Block,Netherlands,Turkey,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3943043_p27_498ae4ac,3943043,UEFA Euro,6.653,6.0-8.0 sec,Block,Block,England,England,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3943043_p41_d7b713d8,3943043,UEFA Euro,5.426,5.0-6.0 sec,Pressure,Clearance,England,Spain,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3943043_p131_f192d0d3,3943043,UEFA Euro,6.947,6.0-8.0 sec,Duel,Ball Receipt*,England,England,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3942752_p21_50747fe6,3942752,UEFA Euro,5.639,5.0-6.0 sec,Pressure,Clearance,Spain,France,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3942752_p149_1fe1170c,3942752,UEFA Euro,6.217,6.0-8.0 sec,Pressure,Block,France,Spain,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3942349_p11_6c21d6e5,3942349,UEFA Euro,7.664,6.0-8.0 sec,Interception,Ball Receipt*,Portugal,Portugal,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3942349_p28_835fd8da,3942349,UEFA Euro,5.483,5.0-6.0 sec,Duel,Block,France,Portugal,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,ambiguous,False
3930162_p41_b0b26d53,3930162,UEFA Euro,7.568,6.0-8.0 sec,Pass,Ball Receipt*,Slovenia,Slovenia,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3930162_p52_fbf3c47c,3930162,UEFA Euro,5.636,5.0-6.0 sec,Pressure,Block,Denmark,Denmark,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3930162_p82_4c7313a6,3930162,UEFA Euro,6.091,6.0-8.0 sec,Pressure,Duel,Denmark,Denmark,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,5,invalid,False
3930162_p91_4bfb1b27,3930162,UEFA Euro,5.882,5.0-6.0 sec,Interception,Pass,Slovenia,Slovenia,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930162_p126_6e7317f9,3930162,UEFA Euro,7.745,6.0-8.0 sec,Pressure,Ball Recovery,Slovenia,Slovenia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3930180_p61_1f07b679,3930180,UEFA Euro,5.263,5.0-6.0 sec,Pressure,Goal Keeper,Austria,Netherlands,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3930180_p88_63718dd1,3930180,UEFA Euro,5.904,5.0-6.0 sec,Interception,Pass,Austria,Austria,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3930176_p37_c93ba8ee,3930176,UEFA Euro,6.723,6.0-8.0 sec,Pass,Ball Receipt*,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3930176_p101_0c3d35dc,3930176,UEFA Euro,7.956,6.0-8.0 sec,Pressure,Ball Recovery,Germany,Germany,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3930176_p123_937b02a9,3930176,UEFA Euro,7.248,6.0-8.0 sec,Pressure,Goal Keeper,Switzerland,Germany,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3930176_p124_462317b9,3930176,UEFA Euro,5.262,5.0-6.0 sec,Interception,Pass,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3930176_p135_b71b583d,3930176,UEFA Euro,7.218,6.0-8.0 sec,Interception,Clearance,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3930176_p158_cfc2eff3,3930176,UEFA Euro,5.232,5.0-6.0 sec,Pressure,Clearance,Switzerland,Switzerland,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3930171_p9_c648f053,3930171,UEFA Euro,6.757,6.0-8.0 sec,Pass,Pass,England,England,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3930171_p50_5d0dd162,3930171,UEFA Euro,6.451,6.0-8.0 sec,Pressure,Block,England,Denmark,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3930171_p72_210fd99c,3930171,UEFA Euro,6.722,6.0-8.0 sec,Pass,Ball Receipt*,England,England,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930171_p116_c33f0778,3930171,UEFA Euro,6.731,6.0-8.0 sec,Pass,Pass,Denmark,Denmark,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3941022_p38_c05b398c,3941022,UEFA Euro,6.192,6.0-8.0 sec,Pressure,Interception,Austria,Turkey,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3941022_p61_9eaf82a2,3941022,UEFA Euro,7.157,6.0-8.0 sec,Pass,Ball Receipt*,Turkey,Turkey,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3942226_p83_b3dabc56,3942226,UEFA Euro,5.596,5.0-6.0 sec,Pressure,Block,Germany,Spain,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3942226_p117_0a11d05a,3942226,UEFA Euro,6.113,6.0-8.0 sec,Interception,Pass,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3942226_p157_ab909e14,3942226,UEFA Euro,7.893,6.0-8.0 sec,Interception,Ball Receipt*,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3942226_p194_5ec5fbb1,3942226,UEFA Euro,5.306,5.0-6.0 sec,Block,Clearance,Spain,Germany,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3942819_p45_f920c382,3942819,UEFA Euro,7.363,6.0-8.0 sec,Pass,Pass,England,England,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3942819_p66_73258139,3942819,UEFA Euro,5.259,5.0-6.0 sec,Duel,Pass,Netherlands,Netherlands,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,11,invalid,False
3942227_p92_c807a961,3942227,UEFA Euro,7.268,6.0-8.0 sec,Interception,Pass,England,England,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3942227_p144_65156d5e,3942227,UEFA Euro,6.341,6.0-8.0 sec,Interception,Ball Receipt*,Switzerland,Switzerland,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,invalid,False
3940983_p15_cac35e9a,3940983,UEFA Euro,5.966,5.0-6.0 sec,Pressure,Pass,Denmark,Denmark,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3940983_p18_e75dbf92,3940983,UEFA Euro,7.224,6.0-8.0 sec,Pressure,Ball Recovery,Germany,Germany,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3940983_p28_5bc72a27,3940983,UEFA Euro,5.538,5.0-6.0 sec,Pass,Pass,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3940983_p30_952223d9,3940983,UEFA Euro,7.307,6.0-8.0 sec,Interception,Ball Receipt*,Germany,Germany,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3940983_p56_71b13fea,3940983,UEFA Euro,7.872,6.0-8.0 sec,Pressure,Block,Denmark,Denmark,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3940983_p128_7aab0c6f,3940983,UEFA Euro,7.892,6.0-8.0 sec,Duel,Ball Receipt*,Denmark,Denmark,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3941021_p74_cbdbe2fe,3941021,UEFA Euro,7.799,6.0-8.0 sec,Pass,Pass,Romania,Romania,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3941021_p88_5cdbdb3c,3941021,UEFA Euro,7.482,6.0-8.0 sec,Interception,Pass,Netherlands,Netherlands,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3941021_p116_ec22c452,3941021,UEFA Euro,6.968,6.0-8.0 sec,Interception,Interception,Netherlands,Netherlands,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3930182_p12_3cd386d8,3930182,UEFA Euro,7.03,6.0-8.0 sec,Pass,Pass,Serbia,Serbia,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3930182_p27_821f0611,3930182,UEFA Euro,6.637,6.0-8.0 sec,Interception,Ball Recovery,Denmark,Denmark,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930182_p84_0872aed0,3930182,UEFA Euro,5.896,5.0-6.0 sec,Pressure,Clearance,Denmark,Serbia,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,ambiguous,False
3930182_p147_c4e3832c,3930182,UEFA Euro,6.687,6.0-8.0 sec,Pressure,Clearance,Serbia,Serbia,B,StatsBomb possession indexing retained pressing team despite brief contestation,3,invalid,False
3941017_p42_e36804e0,3941017,UEFA Euro,7.647,6.0-8.0 sec,Pass,Pass,Slovakia,Slovakia,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3941017_p120_ab637b08,3941017,UEFA Euro,7.154,6.0-8.0 sec,Interception,Ball Receipt*,England,England,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3941017_p128_0d860869,3941017,UEFA Euro,7.373,6.0-8.0 sec,Pressure,Goal Keeper,Slovakia,England,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3941017_p143_8285f114,3941017,UEFA Euro,6.766,6.0-8.0 sec,Pressure,Pass,Slovakia,Slovakia,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3941017_p147_cb8a071c,3941017,UEFA Euro,6.212,6.0-8.0 sec,Block,Block,Slovakia,England,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3941017_p168_ae3b8017,3941017,UEFA Euro,5.822,5.0-6.0 sec,Interception,Pass,Slovakia,Slovakia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,9,ambiguous,False
3941017_p172_2f352b09,3941017,UEFA Euro,7.688,6.0-8.0 sec,Pass,Pass,England,England,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3938645_p22_e6936fff,3938645,UEFA Euro,7.124,6.0-8.0 sec,Pressure,Pass,Ukraine,Ukraine,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3938645_p50_32cf84a2,3938645,UEFA Euro,5.172,5.0-6.0 sec,Pressure,Clearance,Belgium,Ukraine,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3930173_p41_7f31f92d,3930173,UEFA Euro,7.196,6.0-8.0 sec,Interception,Ball Receipt*,Netherlands,Netherlands,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930173_p95_ed378199,3930173,UEFA Euro,5.732,5.0-6.0 sec,Pass,Pass,France,France,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3941018_p28_e7210cc7,3941018,UEFA Euro,6.811,6.0-8.0 sec,Duel,Duel,Spain,Spain,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,invalid,False
3941018_p34_5cfcd72d,3941018,UEFA Euro,7.739,6.0-8.0 sec,Interception,Ball Receipt*,Georgia,Georgia,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3941018_p43_b5b5e536,3941018,UEFA Euro,6.079,6.0-8.0 sec,Pressure,Interception,Georgia,Spain,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,11,invalid,False
3941018_p73_e0cc8066,3941018,UEFA Euro,6.482,6.0-8.0 sec,Pressure,Block,Georgia,Spain,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3941018_p97_fc0a30af,3941018,UEFA Euro,7.49,6.0-8.0 sec,Duel,Block,Spain,Spain,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,invalid,False
3941020_p22_c3d868d2,3941020,UEFA Euro,5.356,5.0-6.0 sec,Block,Pass,Slovenia,Slovenia,A,Turnover detector linked to earlier action in chain or pass flight boundary,4,invalid,False
3941020_p77_80ed2973,3941020,UEFA Euro,5.99,5.0-6.0 sec,Interception,Pass,Slovenia,Slovenia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3941020_p80_51a566fe,3941020,UEFA Euro,7.384,6.0-8.0 sec,Duel,Pass,Slovenia,Slovenia,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3941020_p106_aff7ca5c,3941020,UEFA Euro,6.576,6.0-8.0 sec,Interception,Duel,Portugal,Portugal,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,11,invalid,False
3941020_p146_691c5953,3941020,UEFA Euro,5.879,5.0-6.0 sec,Pass,Ball Receipt*,Slovenia,Slovenia,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3941020_p164_126e5b71,3941020,UEFA Euro,6.26,6.0-8.0 sec,Pressure,Clearance,Portugal,Slovenia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3941020_p171_b701ed55,3941020,UEFA Euro,7.244,6.0-8.0 sec,Duel,Ball Receipt*,Slovenia,Slovenia,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,invalid,False
3930167_p29_09583e2c,3930167,UEFA Euro,7.793,6.0-8.0 sec,Duel,Ball Receipt*,Croatia,Croatia,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3930167_p125_92da98ab,3930167,UEFA Euro,6.364,6.0-8.0 sec,Interception,Clearance,Croatia,Croatia,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3930179_p19_b6e4b0d0,3930179,UEFA Euro,6.984,6.0-8.0 sec,Interception,Pass,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3930179_p84_41f369b7,3930179,UEFA Euro,7.072,6.0-8.0 sec,Interception,Pass,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3930179_p142_c172e286,3930179,UEFA Euro,5.443,5.0-6.0 sec,Pressure,Interception,Spain,Spain,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,7,ambiguous,False
3930179_p156_47213dd0,3930179,UEFA Euro,6.801,6.0-8.0 sec,Duel,Duel,Albania,Albania,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,9,invalid,False
3930164_p58_b83d1513,3930164,UEFA Euro,7.2,6.0-8.0 sec,Interception,Ball Receipt*,Slovakia,Slovakia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,14,invalid,False
3930164_p111_64cdb810,3930164,UEFA Euro,5.801,5.0-6.0 sec,Pressure,Block,Belgium,Slovakia,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3930164_p151_5ce0d4f9,3930164,UEFA Euro,7.346,6.0-8.0 sec,Pass,Ball Receipt*,Slovakia,Slovakia,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930161_p27_fa35fd33,3930161,UEFA Euro,6.261,6.0-8.0 sec,Pass,Ball Receipt*,Italy,Italy,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930161_p31_b8368691,3930161,UEFA Euro,5.811,5.0-6.0 sec,Pressure,Goal Keeper,Italy,Albania,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3930161_p38_5e7b4461,3930161,UEFA Euro,7.464,6.0-8.0 sec,Interception,Ball Receipt*,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3930161_p54_76860e5c,3930161,UEFA Euro,7.26,6.0-8.0 sec,Pass,Ball Receipt*,Italy,Italy,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3930161_p63_52bbeeaa,3930161,UEFA Euro,5.883,5.0-6.0 sec,Interception,Block,Italy,Italy,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3930161_p66_169fce1a,3930161,UEFA Euro,6.82,6.0-8.0 sec,Duel,Ball Receipt*,Albania,Albania,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,10,invalid,False
3930161_p78_d489f947,3930161,UEFA Euro,6.091,6.0-8.0 sec,Interception,Pass,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3930161_p85_4a6f6751,3930161,UEFA Euro,7.992,6.0-8.0 sec,Interception,Ball Receipt*,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930161_p87_ead13fba,3930161,UEFA Euro,7.305,6.0-8.0 sec,Interception,Ball Receipt*,Italy,Italy,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3930161_p117_bbd08ed1,3930161,UEFA Euro,5.525,5.0-6.0 sec,Pass,Pass,Albania,Albania,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3930161_p122_b5137436,3930161,UEFA Euro,6.002,6.0-8.0 sec,Duel,Pass,Albania,Albania,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,invalid,False
3940878_p59_d86741b7,3940878,UEFA Euro,6.271,6.0-8.0 sec,Block,Pass,Italy,Italy,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3940878_p69_ad9fe0be,3940878,UEFA Euro,5.089,5.0-6.0 sec,Pressure,Ball Recovery,Italy,Italy,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3940878_p75_a63b0f7c,3940878,UEFA Euro,6.096,6.0-8.0 sec,Pass,Pass,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3940878_p85_523b280c,3940878,UEFA Euro,7.502,6.0-8.0 sec,Block,Goal Keeper,Italy,Italy,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3940878_p97_b23b1dda,3940878,UEFA Euro,7.833,6.0-8.0 sec,Interception,Ball Receipt*,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3940878_p104_012b6a7f,3940878,UEFA Euro,5.493,5.0-6.0 sec,Pass,Ball Receipt*,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,10,ambiguous,False
3940878_p117_ebc6839a,3940878,UEFA Euro,6.266,6.0-8.0 sec,Pressure,Goal Keeper,Italy,Switzerland,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,invalid,False
3930158_p57_fa407648,3930158,UEFA Euro,5.845,5.0-6.0 sec,Interception,Block,Scotland,Germany,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3930158_p85_da83ba1c,3930158,UEFA Euro,5.991,5.0-6.0 sec,Pass,Ball Receipt*,Scotland,Scotland,D,Ambiguous timestamp/simultaneous event sequence,7,ambiguous,False
3930158_p112_20414dae,3930158,UEFA Euro,5.447,5.0-6.0 sec,Pressure,Duel,Germany,Germany,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,6,ambiguous,False
3930168_p8_1bb222ff,3930168,UEFA Euro,7.627,6.0-8.0 sec,Pass,Pass,Hungary,Hungary,D,Ambiguous timestamp/simultaneous event sequence,21,invalid,False
3788773_p14_abe38b27,3788773,UEFA Euro,7.873,6.0-8.0 sec,Pass,Ball Receipt*,Portugal,Portugal,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3788773_p21_0aec9ea2,3788773,UEFA Euro,7.157,6.0-8.0 sec,Interception,Pass,Portugal,Portugal,D,Ambiguous timestamp/simultaneous event sequence,12,invalid,False
3788773_p27_04ffc9d7,3788773,UEFA Euro,5.193,5.0-6.0 sec,Pressure,Goal Keeper,France,France,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3788773_p34_b77fa1c0,3788773,UEFA Euro,7.773,6.0-8.0 sec,Pass,Pass,France,France,D,Ambiguous timestamp/simultaneous event sequence,15,invalid,False
3788773_p80_5a739522,3788773,UEFA Euro,7.401,6.0-8.0 sec,Interception,Ball Receipt*,France,France,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3930177_p13_98e5613e,3930177,UEFA Euro,6.928,6.0-8.0 sec,50/50,Clearance,Scotland,Hungary,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,8,invalid,False
3930177_p25_6d303438,3930177,UEFA Euro,5.889,5.0-6.0 sec,Pressure,Clearance,Scotland,Hungary,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,ambiguous,False
3930177_p30_7e339ec5,3930177,UEFA Euro,7.654,6.0-8.0 sec,Interception,Ball Receipt*,Scotland,Scotland,D,Ambiguous timestamp/simultaneous event sequence,14,invalid,False
3930177_p41_73c2962c,3930177,UEFA Euro,5.241,5.0-6.0 sec,Interception,Pass,Scotland,Scotland,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3930177_p64_f403dc75,3930177,UEFA Euro,5.061,5.0-6.0 sec,Pressure,Ball Recovery,Scotland,Scotland,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3930177_p106_a8e0b2fa,3930177,UEFA Euro,6.972,6.0-8.0 sec,50/50,Duel,Scotland,Scotland,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,11,invalid,False
3930183_p24_f45b9e46,3930183,UEFA Euro,5.274,5.0-6.0 sec,Pass,Pass,Slovakia,Slovakia,D,Ambiguous timestamp/simultaneous event sequence,7,invalid,False
3930183_p44_7f61f912,3930183,UEFA Euro,7.336,6.0-8.0 sec,Pressure,Duel,Romania,Romania,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,6,invalid,False
3930183_p62_5c4ca436,3930183,UEFA Euro,6.483,6.0-8.0 sec,Pass,Pass,Slovakia,Slovakia,D,Ambiguous timestamp/simultaneous event sequence,6,invalid,False
3930183_p66_1b24bfdd,3930183,UEFA Euro,5.81,5.0-6.0 sec,Interception,Pass,Romania,Romania,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3930183_p109_715a9f70,3930183,UEFA Euro,5.494,5.0-6.0 sec,Duel,Pass,Slovakia,Slovakia,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,5,invalid,False
3930183_p130_3278b00c,3930183,UEFA Euro,7.6,6.0-8.0 sec,Pass,Pass,Slovakia,Slovakia,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3788765_p21_3be5c504,3788765,UEFA Euro,5.472,5.0-6.0 sec,Pressure,Clearance,Switzerland,Turkey,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
3788765_p33_e8fb075c,3788765,UEFA Euro,7.087,6.0-8.0 sec,Pressure,Goal Keeper,Turkey,Switzerland,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,invalid,False
3788765_p58_3f6d2941,3788765,UEFA Euro,7.665,6.0-8.0 sec,Pass,Pass,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3788765_p78_5995c081,3788765,UEFA Euro,6.972,6.0-8.0 sec,Interception,Ball Receipt*,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,8,invalid,False
3788765_p79_10ea0eaa,3788765,UEFA Euro,7.286,6.0-8.0 sec,Pass,Ball Receipt*,Turkey,Turkey,D,Ambiguous timestamp/simultaneous event sequence,11,invalid,False
3788765_p91_4a7adaf8,3788765,UEFA Euro,6.317,6.0-8.0 sec,Pass,Ball Receipt*,Switzerland,Switzerland,D,Ambiguous timestamp/simultaneous event sequence,9,invalid,False
3788765_p121_9bdd2060,3788765,UEFA Euro,5.077,5.0-6.0 sec,Interception,Pass,Turkey,Turkey,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3788765_p155_52e5f0bb,3788765,UEFA Euro,7.751,6.0-8.0 sec,Interception,Ball Receipt*,Turkey,Turkey,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,10,invalid,False
3930175_p4_0f162657,3930175,UEFA Euro,5.65,5.0-6.0 sec,Pressure,Clearance,Belgium,Romania,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,9,ambiguous,False
3930175_p62_37198ffd,3930175,UEFA Euro,7.654,6.0-8.0 sec,Interception,Pass,Romania,Romania,D,Ambiguous timestamp/simultaneous event sequence,10,invalid,False
3930175_p142_726e7544,3930175,UEFA Euro,6.717,6.0-8.0 sec,Pressure,Clearance,Belgium,Romania,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,invalid,False
3930165_p55_59ffea9f,3930165,UEFA Euro,5.862,5.0-6.0 sec,Pressure,Block,Austria,France,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,8,ambiguous,False
3930165_p59_dde74fc1,3930165,UEFA Euro,5.396,5.0-6.0 sec,Interception,Pass,Austria,Austria,D,Ambiguous timestamp/simultaneous event sequence,6,ambiguous,False
3930165_p86_9d3a6cc3,3930165,UEFA Euro,5.938,5.0-6.0 sec,Duel,Ball Recovery,Austria,Austria,C,Multiple contested events (duels/50-50s) delayed clear possession establishment,7,ambiguous,False
3930165_p151_4b650917,3930165,UEFA Euro,5.792,5.0-6.0 sec,Pressure,Block,France,Austria,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,6,ambiguous,False
3930165_p162_fee3056a,3930165,UEFA Euro,5.878,5.0-6.0 sec,Pass,Pass,France,France,D,Ambiguous timestamp/simultaneous event sequence,9,ambiguous,False
3794690_p17_6dfe6d26,3794690,UEFA Euro,5.606,5.0-6.0 sec,Pressure,Interception,Czech Republic,Netherlands,E,Opponent sustained possession with 4+ actions; genuinely unlinked within 5.0s,5,ambiguous,False
